listening,bought,"YAMAHA MSP5 STUDIO","パワードモニタースピーカー","[UR-7.5-TK] バイアンプ構成のプログレード2ウェイレコーディングモニター",https://jp.yamaha.com/products/proaudio/speakers/msp_studio_series/index.html,
listening,bought,"audio-technica AT6098","ハイブリッドインシュレーター","[UR-7.5-TK] 明確な定位と抜けの良い低音を実現。",https://www.audio-technica.co.jp/product/AT6098,
listening,bought,"CLASSIC PRO MST20 PAIR　スピーカースタンド",脚,"[UR-4.5] 高さ 96.5-136cm/プレートサイズ 23x23cm/ベース 43.5x43.5x43.5cm/スチール製/耐荷重：30kg",,
listening,free,"audio-technica AT-PL300","ステレオターンテーブルシステム","[UR-7.5-WW] レコードを聴くという生活を当たり前にするかんたんフルオート再生プレーヤー。",https://www.audio-technica.co.jp/product/AT-PL300,
listening,bought,"audio-technica AT-X11 ×2","ダイナミックマイク","[UR-4.5-TK] おしゃれなボーカルマイク、プロテクトリング付き。",https://www.audio-technica.co.jp/product/AT-X11,
listening,bought,"audio-technica AT9913iS","スマートフォン用モノラルマイクロホン","[UR-4.5-TK] スマートフォンのボイスメモ機能※1を使用して高音質収音できる小型ガンマイクロホン。",https://www.audio-technica.co.jp/product/AT9913iS,
listening,bought,"audio technica AT581A","デュアルRCA-フォン","[UR-4.5-TK] ■オーディオケーブル ■フォン－RCAピン ■長さ：1.5m",,
listening,bought,"CLASSIC PRO MIP010 x2","XLRメス-フォン","[UR-4.5-TK] ■タイプ：マイクケーブル ■XLR(メス)-フォン ■長さ：1.0m",,
listening,bought,"CLASSIC PRO MIX050 x2","XLRキャノン","[UR-4.5-TK] ■タイプ：マイクケーブル ■プラグ形状：XLR(オス)-XLR(メス) ■長さ：5.0m",,
listening,bought,"CLASSIC PRO CXP030 x2","XLRオス-フォン","[UR-4.5-TK] ■オーディオ用 ■XLR(オス)-フォン ■長さ：3.0m",,
listening,bought,"CLASSIC PRO CXM020F x2","XLRメス-モノラルミニ","[UR-4.5-TK] ■オーディオ用 ■XLR(メス)-モノラルミニ ■長さ：2.0m",,
listening,bought,"CLASSIC PRO CSS010","ステレオフォン-ステレオフォン","[UR-4.5-TK] ■オーディオ用 ■TRSフォン-TRSフォン ■長さ：1.0m",,
listening,bought,"CLASSIC PRO CMM010 x2","ステレオミニ-ステレオミニ","[UR-4.5-TK] ■オーディオ用 ■ステレオミニ(オス)-ステレオミニ(オス) ■長さ：1.0m",,
listening,bought,"CLASSIC PRO CXN010","XLRオス-L型ステレオミニ","[UR-4.5-TK] ■オーディオケーブル ■XLR(オス)-L型ステレオミニ ■長さ：1.0m ■ピン配列：T→2番、R→3番、S→1番",,
listening,bought,"CLASSIC PRO APR221 x2","変換プラグ","[UR-4.5-TK] ■変換プラグ ■RCAピン(メス)－フォン(オス)",,
listening,bought,"CANARE 2RCS03","RCAピン-RCAピン","[UR-4.5-TK] ■デュアルケーブル RCAピン-RCAピン ■長さ：3.0m",,
listening,free,"デュアルケーブル","RCAピン-RCAピン","[UR-4.5-TK] ■デュアルケーブル RCAピン-RCAピン ■長さ：1.0m",,
listening,free,"変換プラグ","フォン(オス)-RCAピン(メス)","[UR-4.5-TK] ■変換プラグ ■RCAピン(メス)－フォン(オス)",,
listening,bought,"MACKIE MIX 8","コンパクト アナログミキサー","[UR-4.5-TK] 実績のあるハイヘッドルーム、低ノイズを実現した8チャンネルコンパクトミキサー",https://mackie-jp.com/mixers/mix/,
listening,bought,"XIAOKOA UHF12","ワイヤレスマイク","[UR-4.5-TK] UHF ヘッドセット ワイヤレスマイク",https://www.xiaokoa.com/products/uhf12-uhf-wireless-handheld-microphone,
listening,bought,"Daping DP32-Pro","ボイスレコーダー","[UR-4.5-TK] ペン、ボイスレコーダー一体化＆お洒落なデザイン",,
listening,bought,"FiiO BTA30 Pro","Bluetoothレシーバー＆トランスミッター","[UR-7.5-TK] 無線と有線を自在に変換する「超」メディアHUB。これ1台で全てが完結する",https://www.fiio.jp/products/bta30-pro/,
listening,bought,"Amazon Basics 8TS4_5","COAX⇄COAX","[UR-7.5-TK] コンポーネント, コンポジット, 同軸 | RCA | 1.2m",,
listening,bought,"GEMINI CDM-4000","USBオールインワンDJプレーヤー","[UR-K] CD/USBメディアプレイヤー対応 DJワークステーション",,
listening,bought,"TASCAM 202 MKV","カセットデッキ","[UR-7.5-WW] 録音/再生メカを2台搭載した、ダブルオートリバースカセットデッキ",https://tascam.com/jp/product/202mkv/top,
listening,members,"ZOOM H3-VR","VRオーディオマイク","[UR-7.5-WW] さぁ、音のＶＲをはじめよう。",https://zoomcorp.com/ja/jp/handheld-recorders/handheld-recorders/h3-vr-360-audio-recorder/,
listening,members,"壁掛けCDプレーヤー","CDプレーヤー","[KAHM] M.WAY ",,
listening,members,"AudioComm RCS-S940R","ポータブルステレオラジオカセットレコーダー","[UR-7.5-WW] ステレオ方式カセットデッキ（4トラック2チャンネル） | AM/FM受信（AM：モノラル音声、FM：モノラル/ステレオ音声）",,
